,maker,specific_origin,ref,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin
239,bonnat,"porcelana, venezuela",199,2008,75.0,france,4.0,criollo (porcelana),venezuela
1791,zotter,congo,749,2011,65.0,austria,3.0,forastero,congo
982,lonohana,"hawaiian crown, kona vanilla",1097,2013,70.0,u.s.a.,3.5,unknown,hawaii
643,felchlin,grenada,494,2010,58.0,switzerland,3.5,trinitario,grenada
674,french broad,tumbes coop,883,2012,70.0,u.s.a.,2.5,criollo,peru
1528,soma,crazy 88,1077,2013,88.0,canada,4.0,unknown,guatemala
355,carlotta chocolat,huila,1888,2016,65.0,colombia,3.5,trinitario,colombia
231,bonnat,haiti,629,2011,75.0,france,4.0,unknown,haiti
1745,willie's cacao,san martin,457,2009,70.0,u.k.,3.0,unknown,peru
1452,shark's,hilo,713,2011,73.0,u.s.a.,2.0,unknown,hawaii
278,burnt fork bend,"ecuador, bob bar",1323,2014,60.0,u.s.a.,2.5,unknown,ecuador
792,heirloom cacao preservation (guittard),"wild beni, lower rio beni, tranquilidad, 2014",1243,2014,67.0,u.s.a.,3.0,beniano,bolivia
1324,pralus,tanzania,105,2006,75.0,france,3.5,criollo,tanzania
978,lonohana,"haleiwa e, o'ahu, 2014",1395,2014,65.0,u.s.a.,3.25,unknown,hawaii
458,coppeneur,"porcelana, apotequil",341,2009,72.0,germany,3.0,criollo,peru
295,cacao de origin,hacienda la trinidad,1668,2015,74.0,venezuela,3.25,unknown,venezuela
1704,vanleer (barry callebaut),napa,963,2012,65.0,u.s.a.,2.75,forastero,ghana
1249,pacari,manabi,224,2008,65.0,ecuador,2.75,forastero (arriba),ecuador
880,just good chocolate,belize,1375,2014,70.0,u.s.a.,3.5,trinitario,belize
341,caoni (tulicorp),los rios,245,2008,77.0,ecuador,2.75,forastero (arriba),ecuador
1188,noir d' ebine,venezuela,837,2012,70.0,u.s.a.,3.0,unknown,venezuela
720,fruition,gran couva,1347,2014,70.0,u.s.a.,3.75,trinitario,trinidad
1210,ohiyo,"san juan estate, gran couva",1594,2015,70.0,u.s.a.,2.75,trinitario,trinidad
827,hotel chocolat,"marcial, single cote, 2012",1030,2013,70.0,u.k.,4.0,trinitario,st lucia
1127,middlebury,la red,1117,2013,75.0,u.s.a.,2.5,unknown,dominican
593,duffy's,star of peru,523,2010,70.0,u.k.,3.75,unknown,peru
592,duffy's,star of ecuador,523,2010,70.0,u.k.,2.5,unknown,ecuador
1672,twenty-four blackbirds,dominican republic,1022,2013,68.0,u.s.a.,3.25,unknown,dominican
1563,spagnvola,agrocriso plantation,793,2012,80.0,u.s.a.,3.0,unknown,dominican
238,bonnat,"xoconusco, cacao real",395,2009,75.0,france,3.0,criollo,mexico
1720,vintage plantations (tulicorp),"los rios, rancho grande 2004/2007",153,2007,100.0,u.s.a.,2.0,forastero (arriba),ecuador
363,castronovo,elvesia p.,1407,2014,70.0,u.s.a.,2.75,trinitario,dominican
1598,szanto tibor,"ben tre, mekong delta",1708,2015,70.0,hungary,3.25,trinitario,vietnam
1378,ritual,"camino verde p., 2012, balao, guayas",967,2012,75.0,u.s.a.,3.25,nacional (arriba),ecuador
1613,tablette (aka vanillabeans),colombia,1450,2015,70.0,japan,3.0,unknown,colombia
1656,theo,ivory coast,184,2007,75.0,u.s.a.,2.5,unknown,ivory coast
1403,rozsavolgyi,sur del lago,809,2012,84.0,hungary,2.5,unknown,venezuela
1750,woodblock,"maranon, cajamarca",1243,2014,70.0,u.s.a.,3.0,forastero (nacional),peru
1777,zokoko,"tranquilidad, baures",701,2011,72.0,australia,3.75,unknown,bolivia
1533,soma,noula coop,817,2012,70.0,canada,3.25,unknown,haiti
1559,soul,ecuador,1936,2017,75.0,canada,3.25,unknown,ecuador
172,bellflower,"oko caribe, duarte p.",1864,2016,70.0,u.s.a.,3.5,unknown,dominican
1277,patric,"piura, choc. garage exclusive",1034,2013,67.0,u.s.a.,4.0,unknown,peru
799,heirloom cacao preservation (zokoko),"wild beni, lower rio beni, tranquilidad, 2015",1744,2016,72.0,u.s.a.,4.0,beniano,bolivia
1326,pralus,trinidad,5,2006,75.0,france,3.5,trinitario,trinidad
803,hexx,madagascar,1546,2015,74.0,u.s.a.,3.0,trinitario,madagascar
1497,solkiki,"maranon, fortunato no. 4",1840,2016,68.0,u.k.,2.75,forastero (nacional),peru
154,bar au chocolat,chiapas,983,2012,70.0,u.s.a.,3.5,unknown,mexico
1729,vivra,peru,1720,2016,70.0,u.s.a.,2.5,unknown,peru
1530,soma,equator,1081,2013,67.0,canada,4.0,unknown,"peru, dom. rep"
472,cravve,djual island,975,2012,75.0,australia,3.5,forastero,papua new guinea
1673,twenty-four blackbirds,palos blancos,1026,2013,75.0,u.s.a.,2.5,unknown,bolivia
1606,szanto tibor,millot plantation,939,2012,70.0,hungary,3.25,unknown,madagascar
63,amatller (simon coll),ghana,322,2009,70.0,spain,3.0,forastero,ghana
1229,organicfair,mindo,1165,2013,72.0,canada,3.0,trinitario,ecuador
911,k'ul,"los rios, hacienda limon, heirloom",1852,2016,70.0,u.s.a.,3.75,unknown,ecuador
254,brasstown aka it's chocolate,conacado,1462,2015,68.0,u.s.a.,3.75,unknown,dominican
56,amano,guayas,470,2010,70.0,u.s.a.,4.0,unknown,ecuador
1674,twenty-four blackbirds,dominican republic,753,2011,73.0,u.s.a.,2.75,unknown,dominican
985,luker,macondo,552,2010,60.0,colombia,3.0,unknown,"colombia, ecuador"
1705,vao vao (chocolaterie robert),madagascar,404,2009,72.0,madagascar,2.75,trinitario,madagascar
761,guittard,machu pichu,259,2008,65.0,u.s.a.,3.0,unknown,peru
1053,marou,ba ria,845,2012,76.0,vietnam,3.5,trinitario,vietnam
1076,mast brothers,"chuao, dark roast",709,2011,70.0,u.s.a.,3.0,trinitario,venezuela
657,fossa,"akesson's e., sambirano v.",1772,2016,70.0,singapore,2.75,unknown,madagascar
733,glennmade,"toledo district, 2015 harvest",1848,2016,70.0,u.s.a.,3.5,unknown,belize
910,k'ul,"maranon, fortunato no. 4",1852,2016,70.0,u.s.a.,2.75,forastero (nacional),peru
580,dormouse,"madagascar, batch 8",1676,2015,77.0,u.k.,2.75,"criollo, trinitario",madagascar
890,kallari (ecuatoriana),sisa's secret/ original micro,241,2008,70.0,ecuador,3.5,unknown,ecuador
469,cravve,"bahia, batch a1213",975,2012,65.0,australia,3.25,trinitario,brazil
1640,tejas,espada,967,2012,70.0,u.s.a.,2.75,unknown,brazil
883,kah kow,"rizek cacao, cibao valley, domin. rep.",1061,2013,70.0,domincan republic,3.5,unknown,dominican
1552,soma,madagascar,387,2009,70.0,canada,3.75,criollo,madagascar
194,bisou,belize,1486,2015,86.0,u.s.a.,3.25,trinitario,belize
605,eau de rose,arauca,1812,2016,70.0,canada,3.25,unknown,colombia
36,alain ducasse,vietnam,1215,2014,75.0,france,2.75,trinitario,vietnam
294,cacao de origen,"chuao, aragua region",1395,2014,70.0,venezuela,3.75,trinitario,venezuela
1011,malagasy (chocolaterie robert),mora mora 2006,184,2007,73.0,madagascar,3.5,trinitario,madagascar
1295,pinellas,wampusirpi region,1772,2016,80.0,u.s.a.,2.5,unknown,honduras
875,isidro,dominican republic,1279,2014,72.0,u.s.a.,3.25,unknown,dominican
1722,vintage plantations (tulicorp),"los rios, rancho grande 2004/2007",153,2007,75.0,u.s.a.,3.0,forastero (arriba),ecuador
1608,szanto tibor,crudo,761,2011,70.0,hungary,3.0,unknown,venezuela
1671,twenty-four blackbirds,madagascar,1235,2014,75.0,u.s.a.,3.5,trinitario,madagascar
1679,upchurch,"madagascar, sassy bar",1752,2016,72.0,u.s.a.,3.0,trinitario,madagascar
1579,starchild,sambirano valley,1696,2015,70.0,u.s.a.,3.0,trinitario,madagascar
59,amano,"bali, jembrana",304,2008,70.0,u.s.a.,2.75,unknown,indonesia
344,caoni (tulicorp),esmeraldas,269,2008,55.0,ecuador,3.5,forastero (arriba),ecuador
1427,scharffen berger,san juan de cheni,959,2012,78.0,u.s.a.,4.0,unknown,peru
285,cacao barry,santo domingo,586,2010,70.0,france,3.0,unknown,dominican
1400,rogue,jamaica,213,2008,70.0,u.s.a.,2.75,trinitario,jamaica
577,dormouse,non pariel estate,1880,2016,75.0,u.k.,2.75,trinitario,grenada
1305,pomm (aka dead dog),"la red, 2011",829,2012,76.0,u.s.a.,2.5,unknown,dominican
713,friis holm (bonnat),"chuno, double turned, xoco",899,2012,70.0,denmark,3.25,"criollo, trinitario",nicaragua
1547,soma,black science blend 1,607,2010,70.0,canada,3.75,"trinitario, nacional","dr, ecuador, peru"
1078,mast brothers,moho river,773,2011,70.0,u.s.a.,3.5,trinitario,belize
1075,mast brothers,"chuao, med. roast",701,2011,76.0,u.s.a.,3.0,trinitario,venezuela
781,hacienda el castillo,don homero- cerecita valley,1327,2014,55.0,ecuador,2.75,trinitario,ecuador
826,hotel chocolat,"pepiniere, single cote",1654,2015,70.0,u.k.,2.75,unknown,st lucia
1358,raaka,madagascar,959,2012,75.0,u.s.a.,3.25,trinitario,madagascar
1208,ocho,"png, voodoo",1411,2014,88.0,new zealand,3.25,unknown,papua new guinea
843,hotel chocolat (coppeneur),chuao,600,2010,70.0,u.k.,2.75,trinitario,venezuela
1001,madre,kaua'i,995,2012,70.0,u.s.a.,3.5,unknown,hawaii
1739,willie's cacao,los llanos,1848,2016,70.0,u.k.,4.0,unknown,colombia
6,a. morin,cuba,1315,2014,70.0,france,3.5,unknown,cuba
229,bonnat,piura blanco,629,2011,75.0,france,3.5,forastero (nacional),peru
55,amano,dos rios,470,2010,70.0,u.s.a.,3.75,unknown,dominican
1007,maglio,cuba,308,2008,70.0,italy,3.25,criollo,cuba
1314,pralus,peru,1446,2015,75.0,france,3.25,unknown,peru
807,hogarth,akesson's estate,1712,2016,70.0,new zealand,2.75,trinitario,madagascar
894,kallari (ecuatoriana),diego 60hr/ w.f. blend prototype,248,2008,85.0,ecuador,3.0,unknown,ecuador
1680,upchurch,"tanzania, party bar",1752,2016,72.0,u.s.a.,3.25,unknown,tanzania
692,fresco,"ghana, #211, mr, mc",636,2011,74.0,u.s.a.,2.75,forastero,ghana
737,goodnow farms,"asochivite, batch 1005",1924,2016,77.0,u.s.a.,3.25,unknown,guatemala
1145,molucca,peru,1618,2015,70.0,u.s.a.,3.25,unknown,peru
1379,ritual,gran couva,979,2012,75.0,u.s.a.,3.5,trinitario,trinidad
354,carlotta chocolat,cordoba,1888,2016,65.0,colombia,3.25,trinitario,colombia
210,black mountain,carenero superior,256,2008,70.0,u.s.a.,2.75,trinitario,venezuela
1280,peppalo,dominican republic,1454,2015,82.0,u.s.a.,3.0,unknown,dominican
878,jacque torres,trinatario treasure,5,2006,71.0,u.s.a.,2.0,trinitario,ghana
0,a. morin,agua grande,1876,2016,63.0,france,3.75,unknown,sao tome
483,dandelion,"maya mtn., break bar- snark",1446,2015,70.0,u.s.a.,3.0,trinitario,belize
836,hotel chocolat (coppeneur),"conacado, 2012, 120hr c.",1113,2013,100.0,u.k.,2.75,unknown,dominican
950,laia aka chat-noir,cuba,1434,2014,70.0,france,2.75,unknown,cuba
491,dandelion,papua new guinea,1153,2013,70.0,u.s.a.,3.5,unknown,papua new guinea
1554,somerville,nicaragua,1367,2014,70.0,u.s.a.,3.25,unknown,nicaragua
270,bright,"camino verde, balao, guayas",1231,2014,72.0,australia,3.5,unknown,ecuador
1347,pura delizia,venezuela,931,2012,73.0,italy,2.75,unknown,venezuela
1572,sprungli (felchlin),alto beni,1057,2013,70.0,switzerland,3.0,criollo,bolivia
1284,pierre marcolini,"baracoa, cuba",516,2010,78.0,belgium,3.75,"criollo, forastero",cuba
914,kyya,hispaniola,1359,2014,72.5,u.s.a.,3.0,unknown,dominican
563,domori,teyuna,272,2008,70.0,italy,3.0,unknown,colombia
1717,videri,classic,991,2012,70.0,u.s.a.,3.25,unknown,central and s. america
511,dark forest,madagascar,1550,2015,70.0,u.s.a.,3.0,trinitario,madagascar
1404,rozsavolgyi,"rio caribe superior, paria penninsula",871,2012,76.0,hungary,2.25,trinitario,venezuela
1008,maglio,santo domingo,308,2008,70.0,italy,3.75,"blend-forastero,criollo",dominican
1730,vivra,ocumare,1720,2016,70.0,u.s.a.,2.5,unknown,venezuela
617,emerald estate,emerald estate,1137,2013,60.0,st. lucia,2.75,unknown,st lucia
1321,pralus,"monte alegre, diego badero",280,2008,75.0,france,3.5,unknown,brazil
998,madre,"xocunusco, chiapas, pichucalco",1089,2013,70.0,u.s.a.,2.75,unknown,mexico
575,domori,apurimac,87,2006,70.0,italy,3.25,trinitario,peru
1318,pralus,papouasie,199,2008,75.0,france,3.0,trinitario,papua new guinea
1628,tcho,citrus-beta,280,2008,70.0,u.s.a.,2.75,unknown,madagascar
418,chocovic,ocumare,209,2008,71.0,spain,3.5,criollo,venezuela
1399,rogue,"hispaniola, 2008",213,2008,70.0,u.s.a.,2.75,unknown,dominican
980,lonohana,"opaeula estate, o'ahu, nene, cg exclusive",1093,2013,71.0,u.s.a.,3.0,unknown,hawaii
653,finca,dominican republic,1287,2014,85.0,u.s.a.,2.5,unknown,dominican
385,choco dong,"mekong delta, early 2014 harvest",1696,2015,70.0,south korea,2.75,trinitario,vietnam
685,fresco,"san martin, bellavista coop, #226, dr, mc",1117,2013,70.0,u.s.a.,3.75,unknown,peru
588,duffy's,"nicaliso, xoco",697,2011,71.0,u.k.,3.25,criollo,nicaragua
1065,martin mayer,alto beni,1836,2016,76.0,austria,2.75,unknown,bolivia
1207,ocho,"png, revolution",1411,2014,70.0,new zealand,3.0,unknown,papua new guinea
927,la chocolaterie nanairo,"lumas, 2015 harvest, batch 7",1892,2016,70.0,japan,2.5,"trinitario, criollo",peru
859,idilio (felchlin),"choroni, finca torres, 48hr c.",729,2011,72.0,switzerland,3.25,criollo,venezuela
912,k'ul,"bahia, fazenda camboa",1852,2016,70.0,u.s.a.,3.75,forastero,brazil
1051,marou,"dak lak, batch 2451",1650,2015,70.0,vietnam,3.75,trinitario,vietnam
1706,vao vao (chocolaterie robert),madagascar,404,2009,76.0,madagascar,2.75,trinitario,madagascar
1248,pacari,esmeraldas,224,2008,60.0,ecuador,2.5,forastero (arriba),ecuador
122,artisan du chocolat,"colombia, casa luker",947,2012,72.0,u.k.,3.75,unknown,colombia
455,coppeneur,trinidad,558,2010,72.0,germany,3.0,trinitario,trinidad
602,east van roasters,madagascar,1343,2014,70.0,canada,3.5,trinitario,madagascar
934,la maison du chocolat (valrhona),grenada,741,2011,68.0,france,3.5,trinitario,grenada
559,domori,guasare,863,2012,70.0,italy,3.75,criollo,venezuela
430,choocsol,"chiapas, lacandon jungle, oaxacom mtn",1832,2016,75.0,canada,3.25,unknown,mexico
619,emily's,patanemo,1450,2015,79.0,japan,3.0,unknown,venezuela
356,carlotta chocolat,cesar,1888,2016,65.0,colombia,3.5,ccn51,colombia
1647,terroir,ecuador,1482,2015,70.0,u.s.a.,3.25,unknown,ecuador
